,Mois,Titre,parutions,top_fnac_1,top_fnac_2_plus,top_babelio,classement_babelio,Catégorie,top_livraddict,Année,Prix,prix_19_23,type_de_document,Nb_réservations_bibli,Classement_bibliothèque,Top_bibliothèque,in_youtube,nb_youtube,Auteur
703,Janvier 2021,la femme révélée,1.0,,,,,,,,,,,,,,,,Gaëlle Nohant
704,Mai 2021,la fille dans la tour,1.0,,,,,,,,,,,,,,,,Katherine Arden
705,Mai 2022,la fille de joyce,1.0,,,,,,,,,,,,,,,,Annabel Abbs
706,Octobre 2021,la fille de kali,1.0,,,,,,,,,,,,,,,,Céline Denjean
707,Octobre 2023,la fille de l'ogre,1.0,,,,,,,,,,,,,,,,Catherine Bardon
708,Découverte Rentrée 2022,la fille qu'on appelle,1.0,,,,,,,,,,,,,,,,Tanguy Viel
709,Octobre 2023,la fille qui n'aimait pas noël,1.0,,,,,,,,,,,,,,,,Zoé Brisby
710,Septembre 2023,la fille qui séchappa dauschwitz,1.0,,,,,,,,,,,,,,,,Ellie Midwood
714,Janvier 2023,la folly (te tenir la main pendant que tout brûle),1.0,,,,,,,,,,,,,,,,Johana Gustawsson
715,Découverte Rentrée 2022,la force décuplée des perdants,1.0,,,,,,,,,,,,,,,,Nicolas Maleski
716,Avril 2022,la fortune sourit aux disparus,1.0,,,,,,,,,,,,,,,,Stephen Spotswood
717,Avril 2022,la forêt des disparus,1.0,,,,,,,,,,,,,,,,Olivier Bal
718,Mars 2021,la fracture,1.0,,,,,,,,,,,,,,,,Nina Allan
721,Mars 2023,la félicité du loup,1.0,,,,,,,,,,,,,,,,Paolo Cognetti
722,Août 2021,la gestapo sadorski,1.0,,,,,,,,,,,,,,,,Romain Slocombe
723,Mars 2021,la grande escapade,1.0,,,,,,,,,,,,,,,,Jean-Philippe Blondel
724,Mai 2023,la grande traversée,1.0,,,,,,,,,,,,,,,,Shion Miura
725,Mai 2022,la grande épreuve,1.0,0.0,0.0,0.0,,,0.0,2020.0,Grand prix du roman de l'Académie française,1.0,,,,0.0,0.0,0.0,Étienne de Montety
727,Octobre 2022,"la guerre du pavot, tome 1",1.0,,,,,,,,,,,,,,,,R. F. Kuang
728,Août 2021,la huitième vie,1.0,,,,,,,,,,,,,,,,Nino Haratischwili
729,Février 2023,la jeune femme et l'ogre,1.0,,,,,,,,,,,,,,,,John Connolly
731,Novembre 2023,la juive de shanghai,1.0,,,,,,,,,,,,,,,,Marek Halter
732,Septembre 2022,la laveuse de mort,1.0,,,,,,,,,,,,,,,,Sara Omar
733,Novembre 2023,la lettre de mlle lattimore,1.0,,,,,,,,,,,,,,,,Suzanne Allain
734,Avril 2021,la leçon de ténèbres,1.0,,,,,,,,,,,,,,,,Léonor de Recondo
735,Avril 2023,la librairie des rêves ensevelis,1.0,,,,,,,,,,,,,,,,Madeline Martin
736,Rentrée 2022,la loi du désordre,1.0,,,,,,,,,,,,,,,,Philippe Hayat
737,Janvier 2022,la loi du rêveur,1.0,,,,,,,,,,,,,,,,Daniel Pennac
738,Avril 2022,la lumière était si parfaite,1.0,,,,,,,,,,,,,,,,Carène Ponte
739,Septembre 2021,la magie du rangement au travail,1.0,,,,,,,,,,,,,,,,Marie Kondo
740,Octobre 2022,la magnifique (pépites),1.0,,,,,,,,,,,,,,,,Anne-Laure Bondoux
741,Mai 2023,la main de dieu,1.0,,,,,,,,,,,,,,,,Valerio Varesi
743,Avril 2022,la maison aux miroirs,1.0,,,,,,,,,,,,,,,,Cristina Caboni
744,Octobre 2021,la maison de charlotte,1.0,,,,,,,,,,,,,,,,Françoise Bourdon
745,Janvier 2023,la maison des hollandais,1.0,,,,,,,,,,,,,,,,Ann Patchett
746,Mars 2023,la maison des solitudes,1.0,,,,,,,,,,,,,,,,Constance Rivière
747,Mai 2022,la maison du commandant,1.0,,,,,,,,,,,,,,,,Valerio Varesi
748,Mai 2023,la maison poussière,1.0,,,,,,,,,,,,,,,,Valérie Péronnet
749,Octobre 2023,la maison sans souvenirs,1.0,,,,,,,,,,,,,,,,Donato Carrisi
750,Août-Octobre 2023,la maison vénéneuse,1.0,,,,,,,,,,,,,,,,Raphaël Zamochnikoff
752,Août-Octobre 2023,la mer de la tranquillité,1.0,0.0,0.0,0.0,,Sf,1.0,,,0.0,,,,0.0,0.0,0.0,Emily St. John  Mandel
753,Octobre 2021,la mer sans étoiles,1.0,,,,,,,,,,,,,,,,Erin Morgenstern
754,Septembre 2021,la mer à l'envers,1.0,,,,,,,,,,,,,,,,Marie Darrieussecq
755,Octobre 2023,la mission secrète de sinouhé l'égyptien,1.0,,,,,,,,,,,,,,,,Christian Jacq
756,Avril 2023,la monture,1.0,,,,,,,,,,,,,,,,Carol Emshwiller
757,Octobre 2021,la mort d'une sirène,1.0,,,,,,,,,,,,,,,,A. J. Kazinski
761,Rentrée 2022,la mémoire de l'eau,1.0,,,,,,,,,,,,,,,,Miranda Cowley Heller
762,Janvier 2023,la nature de la bête,1.0,,,,,,,,,,,,,,,,Louise Penny
763,Mai 2022,"la neuvième maison, tome 1",1.0,,,,,,,,,,,,,,,,Leigh Bardugo
764,Rentrée 2022,la nièce du taxidermiste,1.0,,,,,,,,,,,,,,,,Khadija Delaval
765,Août-Octobre 2023,la nourrice de francis bacon,1.0,,,,,,,,,,,,,,,,Maylis Besserie
766,Septembre 2021,la nuit d'avant,1.0,,,,,,,,,,,,,,,,Wendy Walker
767,Rentrée 2022,la nuit des pères,1.0,,,,,,,,,,,,,,,,Gaëlle Josse
768,Août-Octobre 2023,la nuit imaginaire,1.0,,,,,,,,,,,,,,,,Hugo Lindenberg
770,Février 2023,la nuit tombée sur nos âmes,1.0,,,,,,,,,,,,,,,,Frédéric Paulin
771,Septembre 2023,la nurse du yorkshire,1.0,,,,,,,,,,,,,,,,Stacey Halls
772,Août 2021,la panthère des neiges,1.0,0.0,0.0,0.0,,,0.0,2019.0,Prix Renaudot,1.0,,,,0.0,0.0,0.0,Sylvain Tesson
773,Rentrée 2022,la part des cendres,1.0,,,,,,,,,,,,,,,,Emmanuelle Favier
774,Mars 2022,la part du démon,1.0,,,,,,,,,,,,,,,,Mathieu Lecerf
777,Septembre 2021,la persuasion des femmes,1.0,,,,,,,,,,,,,,,,Meg Wolitzer
778,Octobre 2023,la petite fille qui en savait trop,1.0,,,,,,,,,,,,,,,,Peter May
779,Mars 2023,la petite ritournelle de l'horreur,1.0,,,,,,,,,,,,,,,,Cécile Cabanac
781,Avril 2023,la pie voleuse,1.0,,,,,,,,,,,,,,,,Elizabeth Day
782,Octobre 2023,la piscine de rosemary,1.0,,,,,,,,,,,,,,,,Libby Page
783,Octobre 2022,la piste des cendres,1.0,,,,,,,,,,,,,,,,Emmanuel Chastellière
784,Septembre 2021,la planète des chats,1.0,,,,,,,,,,,,,,,,Bernard Werber
785,Novembre 2023,la plus belle histoire des plantes. les racines de notre vie: les racines de notre vie,1.0,,,,,,,,,,,,,,,,Jacques Girardon
786,Février 2023,la plus secrète mémoire des hommes,1.0,0.0,0.0,0.0,,,0.0,2021.0,Prix Goncourt,1.0,,,,0.0,0.0,0.0,Mohamed Mbougar Sarr
787,Découverte Rentrée 2022,la porte du voyage sans retour,1.0,,,,,,,,,,,,,,,,David Diop
788,Août-Octobre 2023,la poupée qui fait oui,1.0,,,,,,,,,,,,,,,,Agnès de Clairville
789,Avril 2022,la poursuite de l'idéal,1.0,,,,,,,,,,,,,,,,Patrice Jean
790,Novembre 2023,la poésie comique : du moyen âge à nos jours,1.0,,,,,,,,,,,,,,,,Éditions Gallimard
791,Novembre 2023,la preuve des contraires,1.0,,,,,,,,,,,,,,,,Caitlin Wahrer
792,Avril 2021,la preuve ultime,1.0,,,,,,,,,,,,,,,,Peter James
793,Avril 2023,la princesse au petit moi,1.0,,,,,,,,,,,,,,,,Jean-Christophe Rufin
794,Août-Octobre 2023,la prochaine fois que tu mordras la poussière,1.0,1.0,1.0,1.0,20.0,,0.0,,,0.0,,,,0.0,0.0,0.0,Panayotis Pascot
795,Août 2021,la proie,1.0,,,,,,,,,,,,,,,,Deon Meyer
796,Août-Octobre 2023,la propagandiste,1.0,,,,,,,,,,,,,,,,Cécile Desprairies
797,Octobre 2022,la pâqueline ou les mémoires d'une mère monstrueuse,1.0,,,,,,,,,,,,,,,,Isabelle Duquesnoy
798,Mars 2023,la pêche au petit brochet,1.0,,,,,,,,,,,,,,,,Juhani Karila
799,Novembre 2023,"la question descartes : méthode, métaphysique, morale",1.0,,,,,,,,,,,,,,,,Denis Kambouchner
800,Octobre 2023,la quête de l'orphanus,1.0,,,,,,,,,,,,,,,,Viviane Moore
802,Septembre 2021,la race des orphelins,1.0,,,,,,,,,,,,,,,,Oscar Lalo
803,Septembre 2021,la rafle des notables,1.0,,,,,,,,,,,,,,,,Anne Sinclair
805,Août-Octobre 2023,la reine aux yeux de lune,1.0,,,,,,,,,,,,,,,,Wilfried N'Sondé
807,Rentrée 2022,la revanche des orages,1.0,,,,,,,,,,,,,,,,Sébastien Spitzer
808,Avril 2023,la rivière,1.0,,,,,,,,,,,,,,,,Peter Heller
809,Octobre 2022,la rivière des disparues,1.0,,,,,,,,,,,,,,,,Liz Moore
810,Octobre 2023,la roche au loup,1.0,,,,,,,,,,,,,,,,Françoise Bourdon
811,Janvier 2021,la rumeur,1.0,,,,,,,,,,,,,,,,Lesley Kara
812,Avril 2023,la réfugiée,1.0,,,,,,,,,,,,,,,,Rabih Alameddine
813,Mars 2022,la république des faibles,1.0,,,,,,,,,,,,,,,,Gwenaël Bulteau
814,Février 2022,la résurrection de joan ashby,1.0,,,,,,,,,,,,,,,,Cherise Wolas
815,Octobre 2021,"la saga des cazalet, tome 1 : étés anglais",1.0,,,,,,,,,,,,,,,,Elizabeth Jane Howard
816,Octobre 2022,"la saga des cazalet, tome 2 : a rude épreuve",1.0,,,,,,,,,,,,,,,,Elizabeth Jane Howard
817,Octobre 2023,"la saga des cazalet, tome 4 : nouveau départ",1.0,,,,,,,,,,,,,,,,Elizabeth Jane Howard
818,Mai 2023,"la saga des florio, tome 2 : le triomphe des lions",1.0,,,,,,,,,,,,,,,,Stefania Auci
819,Octobre 2023,"la saga des florio, tome 3 : les lions en hiver",1.0,,,,,,,,,,,,,,,,Stefania Auci
820,Avril 2022,"la saga du soleil noir, tome 4 : résurrection",1.0,,,,,,,,,,,,,,,,Éric Giacometti
821,Mai 2023,"la saga du soleil noir, tome 5 : 669",1.0,,,,,,,,,,,,,,,,Éric Giacometti
823,Septembre 2022,la sauvagine,1.0,,,,,,,,,,,,,,,,Sophie Brocas
824,Rentrée 2022,la sauvagière,1.0,,,,,,,,,,,,,,,,Corinne Morel-Darleux
825,Avril 2021,la seconde épouse,1.0,,,,,,,,,,,,,,,,Rebecca Fleet
826,Octobre 2022,la semaine perpétuelle,1.0,,,,,,,,,,,,,,,,Laura Vazquez
827,Rentrée 2023,la sentence,1.0,0.0,0.0,0.0,,,0.0,2023.0,Prix Femina étranger,1.0,,,,0.0,1.0,5.0,Louise Erdrich
828,Mars 2022,"la sirène, le marchand et la courtisane",1.0,,,,,,,,,,,,,,,,Imogen Hermes Gowar
830,Mai 2021,la somme de nos vies,1.0,,,,,,,,,,,,,,,,Sophie Astrabie
831,Rentrée 2023,la source des fantômes,1.0,,,,,,,,,,,,,,,,Yamina Benahmed Daho
832,Mars 2023,la souricière,1.0,,,,,,,,,,,,,,,,Danielle Thiéry
833,Août 2021,la soustraction des possibles,1.0,,,,,,,,,,,,,,,,Joseph Incardona
834,Découverte Rentrée 2022,la splendeur et l'infamie,1.0,,,,,,,,,,,,,,,,Erik Larson
837,Novembre 2023,la terre de mandela,1.0,,,,,,,,,,,,,,,,Wole Soyinka
838,Novembre 2023,la tour,1.0,,,,,,,,,,,,,,,,Doan Bui
839,Mars 2022,la tour du freux,1.0,,,,,,,,,,,,,,,,Ann Leckie
840,Février 2023,la toute petite reine,1.0,,,,,,,,,,,,,,,,Agnès Ledig
841,Rentrée 2022,la traversée de bondoufle,1.0,,,,,,,,,,,,,,,,Jean Rolin
842,Rentrée 2022,la treizième heure,1.0,0.0,0.0,0.0,,,0.0,2022.0,Prix Médicis,1.0,,,,0.0,0.0,0.0,Emmanuelle Bayamack-Tam
843,Mai 2023,la valse des jours,1.0,,,,,,,,,,,,,,,,Alizé Cornet
844,Février 2023,la valse des petits pas,1.0,,,,,,,,,,,,,,,,Claire Renaud
845,Mai 2022,la valse des tulipes,1.0,,,,,,,,,,,,,,,,Ibon Martin
846,Février 2022,la vestale de venise,1.0,,,,,,,,,,,,,,,,Robert de Laroche
847,Rentrée 2022,la vie clandestine,1.0,,,,,,,,,,,,,,,,Monica Sabolo
848,Octobre 2022,la vie des morts,1.0,,,,,,,,,,,,,,,,Jean-Marie Laclavetine
849,Mars 2021,la vie est un roman,1.0,,,,,,,,,,,,,,,,Guillaume Musso
850,Février 2022,la vie mensongère des adultes,1.0,,,,,,,,,,,,,,,,Elena Ferrante
852,Mars 2022,la vie qu'on m'a choisie,1.0,,,,,,,,,,,,,,,,Ellen Marie Wiseman
853,Mai 2021,la vie que tu t'étais imaginée,1.0,,,,,,,,,,,,,,,,Nelly Alard
854,Janvier 2022,la vie rêvée des plantes,1.0,,,,,,,,,,,,,,,,Seung-U Lee
855,Avril 2022,la vie secrète d'elena faber,1.0,,,,,,,,,,,,,,,,Jillian Cantor
858,Octobre 2023,la vie tumultueuse de mary w.,1.0,,,,,,,,,,,,,,,,Samantha Silva
859,Janvier 2021,la vie à portée de main,1.0,,,,,,,,,,,,,,,,Katherine Center
860,Janvier 2022,"la villa aux étoffes, tome 3 : l'héritage de la villa aux étoffes",1.0,,,,,,,,,,,,,,,,Anne Jacobs
861,Septembre 2022,"la villa aux étoffes, tome 4 : retour à la villa aux étoffes",1.0,,,,,,,,,,,,,,,,Anne Jacobs
862,Mai 2023,"la villa aux étoffes, tome 5 : tempête sur la villa aux étoffes",1.0,,,,,,,,,,,,,,,,Anne Jacobs
863,Octobre 2023,la ville dévastée,1.0,,,,,,,,,,,,,,,,Simone van der Vlugt
864,Mars 2023,la ville nous appartient,1.0,,,,,,,,,,,,,,,,Justin Fenton
865,Novembre 2022,la violoniste d'auschwitz,1.0,,,,,,,,,,,,,,,,Ellie Midwood
866,Découverte Rentrée 2022,la volonté,1.0,,,,,,,,,,,,,,,,Marc Dugain
868,Août-Octobre 2023,la vénus au parapluie,1.0,,,,,,,,,,,,,,,,Thibaud Gaudry
869,Août-Octobre 2023,la vérité n'aura pas lieu,1.0,,,,,,,,,,,,,,,,Frédéric Viguier
870,Découverte Rentrée 2022,la vérité sur la lumière,1.0,0.0,0.0,0.0,,,0.0,,,0.0,Livre adulte,66.0,72.0,1.0,0.0,0.0,Auður Ava Ólafsdóttir
871,Mai 2023,labyrinthes,1.0,,,,,,,,,,,,,,,,Franck Thilliez
872,Octobre 2022,"lady astronaute, tome 1 : vers les étoiles",1.0,,,,,,,,,,,,,,,,Mary Robinette Kowal
873,Octobre 2023,"lady astronaute, tome 2 : vers mars",1.0,,,,,,,,,,,,,,,,Mary Robinette Kowal
874,Janvier 2021,lake success,1.0,,,,,,,,,,,,,,,,Gary Shteyngart
876,Septembre 2022,larmes de fond,1.0,,,,,,,,,,,,,,,,Pierre Pouchairet
877,Janvier 2023,lazare,1.0,,,,,,,,,,,,,,,,Lars Kepler
878,Mai 2022,lazare attend,1.0,,,,,,,,,,,,,,,,James Morrow
879,Mai 2023,"lazare en guerre, tome 1 : l'artefact",1.0,,,,,,,,,,,,,,,,Jamie Sawyer
880,Avril 2021,le 7e fléau,1.0,,,,,,,,,,,,,,,,James Rollins
881,Octobre 2022,le baiser des crazy moutains,1.0,,,,,,,,,,,,,,,,Keith McCafferty
882,Avril 2022,le bal,1.0,,,,,,,,,,,,,,,,Diane Peylin
884,Octobre 2022,le bazar du zèbre à pois,1.0,,,,,,,,,,,,,,,,Raphaëlle Giordano
885,Octobre 2023,le blues des phalènes,1.0,,,,,,,,,,,,,,,,Valentine Imhof
887,Octobre 2022,le bonheur l'emportera,1.0,,,,,,,,,,,,,,,,Amélie Antoine
888,Janvier 2023,le bracelet,1.0,,,,,,,,,,,,,,,,Andrea Maria Schenkel
889,Avril 2022,le bruit des secrets,1.0,,,,,,,,,,,,,,,,Jessica Cymerman
890,Août 2021,le bruit des tuiles,1.0,,,,,,,,,,,,,,,,Thomas Giraud
892,Avril 2022,"le bureau des affaires occultes, tome 1",1.0,,,,,,,,,,,,,,,,Éric Fouassier
893,Avril 2023,"le bureau des affaires occultes, tome 2 : le fantôme du vicaire",1.0,,,,,,,,,,,,,,,,Éric Fouassier
894,Octobre 2023,le bûcher des certitudes,1.0,,,,,,,,,,,,,,,,Bernadette Pécassou-Camebrac
895,Mars 2022,le cadeau,1.0,,,,,,,,,,,,,,,,Sebastian Fitzek
896,Septembre 2023,le café du temps retrouvé,1.0,,,,,,,,,,,,,,,,Toshikazu Kawaguchi
897,Août-Octobre 2023,le café sans nom,1.0,,,,,,,,,,,,,,,,Robert Seethaler
898,Janvier 2023,le cahier volé à vinkovci,1.0,,,,,,,,,,,,,,,,Dragan Velikic
899,Mai 2022,le carnaval des ombres,1.0,,,,,,,,,,,,,,,,R.J. Ellory
900,Février 2023,le carnet des rancunes,1.0,,,,,,,,,,,,,,,,Jacques Expert
901,Janvier 2023,"le cas malaussène, tome 1 : ils m'ont menti",1.0,,,,,,,,,,,,,,,,Daniel Pennac
902,Février 2023,le cavalier de la nuit,1.0,,,,,,,,,,,,,,,,Robert Penn Warren
903,Avril 2021,le cavalier du septième jour,1.0,,,,,,,,,,,,,,,,Serge Brussolo
904,Avril 2022,le cercle de finsbury,1.0,,,,,,,,,,,,,,,,B. A. Paris
906,Mars 2022,le cercle des mensonges,1.0,,,,,,,,,,,,,,,,Céline Denjean
907,Découverte Rentrée 2022,le cercueil de job,1.0,,,,,,,,,,,,,,,,Lance Weller
908,Janvier 2022,le champ,1.0,,,,,,,,,,,,,,,,Robert Seethaler
909,Rentrée 2022,le champ des cris,1.0,,,,,,,,,,,,,,,,Adrien Genoudet
910,Octobre 2023,le champ des soupirs,1.0,,,,,,,,,,,,,,,,Elspeth Barker
911,Septembre 2023,le chant d'haïganouch,1.0,,,,,,,,,,,,,,,,Ian Manook
912,Mars 2022,le chant de la rivière,1.0,,,,,,,,,,,,,,,,Hannah Richell
913,Février 2023,le chant de la vengeance,1.0,,,,,,,,,,,,,,,,Megan Chance
914,Octobre 2021,le chant des cigales après la pluie,1.0,,,,,,,,,,,,,,,,Camille Lesur
915,Janvier 2023,le chant des glaces,1.0,,,,,,,,,,,,,,,,Jean Krug
916,Octobre 2023,le chant des géants,1.0,,,,,,,,,,,,,,,,David Bry
917,Août-Octobre 2023,le chant des innocents,1.0,,,,,,,,,,,,,,,,Piergiorgio Pulixi
918,Octobre 2021,le chasseur de lapins,1.0,,,,,,,,,,,,,,,,Lars Kepler
919,Avril 2022,"le chat du bibliothécaire, tome 3 : théâtre macabre",1.0,,,,,,,,,,,,,,,,Miranda James
920,Novembre 2022,"le chat du bibliothécaire, tome 4 : sinistre réputation",1.0,,,,,,,,,,,,,,,,Miranda James
921,Avril 2023,"le chat du bibliothécaire, tome 5 : admiration funeste",1.0,,,,,,,,,,,,,,,,Miranda James
922,Octobre 2022,"le chat, le général et la corneille",1.0,,,,,,,,,,,,,,,,Nino Haratischwili
923,Octobre 2022,le chien du forgeron,1.0,,,,,,,,,,,,,,,,Camille Leboulanger
924,Février 2021,le choix de revivre,1.0,,,,,,,,,,,,,,,,Clare Mackintosh
925,Août-Octobre 2023,le château des rentiers,1.0,,,,,,,,,,,,,,,,Agnès Desarthe
926,Rentrée 2022,le château des trompe-l'oeil,1.0,,,,,,,,,,,,,,,,Christophe Bigot
927,Août 2021,le ciel par-dessus le toit,1.0,,,,,,,,,,,,,,,,Nathacha Appanah
930,Février 2022,le code de katharina,1.0,,,,,,,,,,,,,,,,Jørn Lier Horst
931,Février 2021,le coeur battant du monde,1.0,,,,,,,,,,,,,,,,Sébastien Spitzer
932,Mars 2021,le coeur de l'angleterre,1.0,,,,,,,,,,,,,,,,Jonathan Coe
933,Septembre 2023,le coeur des louves,1.0,,,,,,,,,,,,,,,,Stéphane Servant
934,Octobre 2023,le coeur ne cède pas,1.0,,,,,,,,,,,,,,,,Grégoire Bouillier
935,Août 2021,le coeur synthétique,1.0,,,,,,,,,,,,,,,,Chloé Delaume
936,Mai 2021,le collectionneur de voeux,1.0,,,,,,,,,,,,,,,,Mia Sheridan
937,Rentrée 2022,le commerce des allongés,1.0,,,,,,,,,,,,,,,,Alain Mabanckou
938,Janvier 2021,le consentement,1.0,0.0,0.0,0.0,,,0.0,2020.0,Le Consentement,1.0,Livre adulte,62.0,78.0,1.0,1.0,2.0,Vanessa Springora
939,Mai 2022,le corps exquis,1.0,,,,,,,,,,,,,,,,Poppy Z. Brite
940,Septembre 2021,le couteau,1.0,,,,,,,,,,,,,,,,Jo Nesbø
942,Avril 2022,le craquant de la nougatine,1.0,,,,,,,,,,,,,,,,Laure Manel
943,Découverte Rentrée 2022,le créateur de poupées,1.0,,,,,,,,,,,,,,,,Nina Allan
944,Janvier 2022,le crépuscule des fauves,1.0,,,,,,,,,,,,,,,,Marc Levy
945,Septembre 2023,le cuisinier de l'alcyon,1.0,,,,,,,,,,,,,,,,Andrea Camilleri
947,Novembre 2022,"le cycle d'alamänder, tome 1 : la porte des abysses",1.0,,,,,,,,,,,,,,,,Alexis Flamand
948,Septembre 2021,"le cycle de syffe, tome 2 : la peste et la vigne",1.0,,,,,,,,,,,,,,,,Patrick K. Dewdney
949,Découverte Rentrée 2022,"le cycle de syffe, tome 3 : les chiens et la charrue",1.0,,,,,,,,,,,,,,,,Patrick K. Dewdney
955,Septembre 2021,le dernier message,1.0,,,,,,,,,,,,,,,,Nicolas Beuglet
956,Août-Octobre 2023,le dernier revival d'opal & nev,1.0,,,,,,,,,,,,,,,,Dawnie Walton
957,Découverte Rentrée 2022,le dernier tribun,1.0,,,,,,,,,,,,,,,,Gilles Martin-Chauffier
958,Avril 2022,le dernier été en ville,1.0,,,,,,,,,,,,,,,,Gianfranco Calligarich
959,Août-Octobre 2023,le dimanche du souvenir,1.0,,,,,,,,,,,,,,,,Darragh McKeon
960,Rentrée 2023,le diplôme,1.0,,,,,,,,,,,,,,,,Amaury Barthet
961,Avril 2021,le disparu,1.0,,,,,,,,,,,,,,,,Anne-Sophie Martin
962,Février 2022,le double pari,1.0,,,,,,,,,,,,,,,,Mary Balogh
965,Août-Octobre 2023,le délicieux professeur v,1.0,,,,,,,,,,,,,,,,Julia May Jonas
966,Janvier 2023,le désert des couleurs,1.0,,,,,,,,,,,,,,,,Aurélie Wellenstein
967,Avril 2023,le déshonneur des montergnac,1.0,,,,,,,,,,,,,,,,Isabelle Buffet
968,Octobre 2022,le dévoué,1.0,,,,,,,,,,,,,,,,Viet Thanh Nguyen
969,Octobre 2023,le fabuleux carnet des coeurs perdus,1.0,,,,,,,,,,,,,,,,Enolla Brunetti
971,Mars 2023,le fils de l'homme,1.0,0.0,0.0,0.0,,,0.0,2021.0,Prix du roman Fnac,1.0,,,,0.0,0.0,0.0,Jean-Baptiste Del Amo
972,Février 2023,le fracas et le silence,1.0,,,,,,,,,,,,,,,,Cory Anderson
973,Rentrée 2023,le fruit le plus rare ou la vie d'edmond albius,1.0,,,,,,,,,,,,,,,,Gaëlle Bélem
974,Septembre 2021,le garçon disparu (le gamin des ordures),1.0,,,,,,,,,,,,,,,,Julie Ewa
975,Février 2021,le ghetto intérieur,1.0,,,,,,,,,,,,,,,,Santiago H. Amigorena
976,Mars 2022,le gibier : une meute ne lâche jamais sa proie,1.0,,,,,,,,,,,,,,,,Nicolas Lebel
977,Mai 2023,le gosse,1.0,0.0,0.0,0.0,,,0.0,,,0.0,Livre adulte,225.0,12.0,1.0,1.0,2.0,Véronique Olmi
978,Août-Octobre 2023,le grand cercle,1.0,,,,,,,,,,,,,,,,Maggie Shipstead
979,Rentrée 2023,le grand feu,1.0,,,,,,,,,,,,,,,,Léonor de Recondo
980,Janvier 2023,le grand marin,1.0,,,,,,,,,,,,,,,,Catherine Poulain
981,Janvier 2023,le grand monde,1.0,,,,,,,,,,,,,,,,Pierre Lemaitre
982,Découverte Rentrée 2022,le grand rire des hommes assis au bord du monde,1.0,,,,,,,,,,,,,,,,Philipp Weiss
984,Octobre 2023,le grand soir,1.0,,,,,,,,,,,,,,,,Gwenaël Bulteau
985,Mai 2023,le guerrier de porcelaine,1.0,,,,,,,,,,,,,,,,Mathias Malzieu
987,Avril 2023,le jeudi suivant,1.0,,,,,,,,,,,,,,,,Richard Osman
989,Octobre 2023,le jeune homme au bras fantôme,1.0,,,,,,,,,,,,,,,,Hélène Bonafous-Murat
990,Mai 2021,le jour des cendres,1.0,,,,,,,,,,,,,,,,Jean-Christophe Grangé
991,Août-Octobre 2023,le jour et l'heure,1.0,,,,,,,,,,,,,,,,Carole Fives
992,Octobre 2021,le jour où,1.0,,,,,,,,,,,,,,,,Amélie Antoine
995,Mars 2023,le labyrinthe des femmes,1.0,,,,,,,,,,,,,,,,Coline Gatel
996,Août-Octobre 2023,le livre de la rentrée,1.0,,,,,,,,,,,,,,,,Luc Chomarat
997,Septembre 2022,le livre de m,1.0,,,,,,,,,,,,,,,,Peng Shepherd
998,Octobre 2023,le livre de neige,1.0,,,,,,,,,,,,,,,,Olivier Liron
999,Mai 2023,le livre des heures,1.0,,,,,,,,,,,,,,,,Anne Delaflotte Mehdevi
1000,Septembre 2022,"le livre des martyrs, tome 2 : les portes de la maison des morts",1.0,,,,,,,,,,,,,,,,Steven Erikson
1001,Janvier 2023,"le livre des martyrs, tome 3 : les souvenirs de la glace",1.0,,,,,,,,,,,,,,,,Steven Erikson
1002,Septembre 2023,"le livre des martyrs, tome 4 : la maison des chaînes",1.0,,,,,,,,,,,,,,,,Steven Erikson
1003,Rentrée 2022,le livre des soeurs,1.0,,,,,,,,,,,,,,,,Amélie Nothomb
1005,Mai 2023,le livre du désert,1.0,,,,,,,,,,,,,,,,Mo Hayder
1007,Janvier 2022,le lièvre d'amérique,1.0,,,,,,,,,,,,,,,,Mireille Gagné
1008,Septembre 2022,le loup des ardents,1.0,,,,,,,,,,,,,,,,Noémie Adenis
1010,Mars 2023,le magasin des jouets cassés,1.0,,,,,,,,,,,,,,,,Julien Rampin
1011,Mai 2023,le magasin des souvenirs : charlotte & anna (l'ambition du bonheur),1.0,,,,,,,,,,,,,,,,Katharina Fuchs
1013,Mai 2022,le magicien d'auschwitz,1.0,,,,,,,,,,,,,,,,José Rodrigues dos Santos
1014,Février 2022,le mangeur d'âmes,1.0,,,,,,,,,,,,,,,,Alexis Laipsker
1015,Avril 2023,le manoir aux roses,1.0,,,,,,,,,,,,,,,,Tracy Rees
1016,Octobre 2023,le manoir des sacrifiées,1.0,,,,,,,,,,,,,,,,Olivier Merle
1017,Octobre 2022,le manuscrit de birkenau,1.0,,,,,,,,,,,,,,,,José Rodrigues dos Santos
1018,Mars 2021,le messie du darfour,1.0,,,,,,,,,,,,,,,,Abdelaziz Baraka Sakin
1019,Octobre 2023,le miroir et la lumière,1.0,,,,,,,,,,,,,,,,Hilary Mantel
1020,Rentrée 2022,le monde après nous,1.0,,,,,,,,,,,,,,,,Rumaan Alam
1021,Octobre 2022,le monde du vivant,1.0,,,,,,,,,,,,,,,,Florent Marchet
1023,Janvier 2021,le monde selon amazon,1.0,,,,,,,,,,,,,,,,Benoît Berthelot
1024,Avril 2021,le monde selon britt-marie,1.0,,,,,,,,,,,,,,,,Fredrik Backman
1025,Mai 2021,le monde à nos pieds,1.0,,,,,,,,,,,,,,,,Claire Léost
